year,temp
1950,
1951,
1952,
1953,
1954,
1955,
1956,
1957,
1958,
1959,
1960,
1965,
1966,
1967,
1968,
1969,
1970,
1971,17.7
1972,17.5
1973,17.9
1974,18
1975,18.1
1976,17.9
1977,18.1
1978,18.4
1979,18.5
1980,18.4
1981,18.3
1982,18.3
1983,18.6
1984,18.1
1985,18.8
1986,18.6
1987,19.3
1988,19.2
1989,19.9
1990,19.7
1991,18.8
1992,18.7
1993,18.5
1994,19.4
1995,19.2
1996,18.6
1997,19.2
1998,18.9
1999,19
2000,18.7
2001,19.2
2002,18.9
2003,19.3
2004,18.8
2005,18.4
2006,19
2007,18.8
2008,19.1
2009,19.6
2010,19.6
2011,19.4
2012,19.1
2013,19
2014,19.6
2015,19.6
2016,19.6
2017,19.6
