year,temp,tempmax,yearmax,tempmin,yearmin
1950,12.7,13.7,2017,10.5,1972
1961,13
1962,11.8
1963,11.6
1964,12.3
1965,11.9
1966,12
1968,12.2
1969,11
1970,11.8
1971,10.9
1972,10.5
1973,11.2
1974,11
1975,11.3
1976,11.3
1977,11.5
1978,11.4
1979,11.8
1980,11.4
1981,12
1982,12
1983,12.2
1984,11.1
1985,12.4
1989,13.2
1990,12.7
1991,11.7
1992,11.7
1993,11
1994,12.5
1995,13
1996,11.9
1997,13.2
1998,12.6
1999,12
2000,12.5
2001,12.4
2002,12.6
2003,13
2004,12.1
2005,12.3
2006,13.2
2007,11.9
2008,12.1
2009,13.1
2010,12.2
2011,13.4
2012,12.2
2013,11.8
2014,13
2015,13.4
2016,12.9
2017,13.7
2018,12.5
2019,13.2
2020,13.4
