year,temp,tempmax,yearmax,tempmin,yearmin
1950,14.3,15.8,1997,13.2,1956
1951,13.7
1952,14.1
1953,13.9
1954,13.6
1955,14.5
1956,13.2
1957,14.2
1958,14
1959,14.4
1960,14
1961,14.7
1962,13.9
1963,13.4
1964,14
1965,13.9
1966,14.3
1967,13.7
1968,14.2
1969,13.7
1970,13.7
1971,13.7
1972,13.4
1973,13.8
1974,13.5
1975,13.9
1976,13.9
1977,13.9
1978,14.2
1979,14.2
1980,14.2
1981,14.5
1982,14.4
1983,14.5
1984,13.8
1985,14.2
1986,13.8
1987,14.7
1988,14.7
1989,15.4
1990,15
1991,14.2
1992,14.3
1993,14.3
1994,14.6
1995,15.4
1996,14.6
1997,15.8
1998,15.2
1999,15
2000,14.9
2001,14.8
2002,15
2003,15.3
2004,15
2005,15.1
2006,15.7
2007,15.1
2008,15.2
2009,15.1
2010,14.9
2011,15.6
2012,15
2013,15
2014,15.6
2015,15.3
2016,15
2017,15.5
2018,14.9
2019,15.1
2020,15.7
