year,temp
1950,15.9
1951,14.5
1952,14.9
1953,15.3
1954,15.1
1955,15.8
1956,13.6
1957,14.5
1958,15.3
1959,15
1960,15
1961,15.8
1962,15.2
1963,14.7
1964,15.3
1965,15
1966,15.2
1967,14.8
1968,15.1
1969,14.1
1970,15
1971,14
1972,14.1
1973,14.6
1974,14.7
1975,14.6
1976,14.8
1977,14.8
1978,15.2
1979,15.2
1980,15.1
1981,15.8
1983,15.5
1984,14.4
1985,15.6
1986,15.3
1987,15.9
1988,15.2
1989,16.5
1990,16.1
1991,15.4
1992,15.2
1993,14.4
1994,16.2
1995,17
1996,15.7
1997,16.4
1998,15.7
1999,15.9
2000,15.8
2001,16
2002,16.1
2003,16.6
2004,15.6
2005,15.9
2006,16.8
2007,15.4
2008,15.8
2009,16.7
2010,15.7
2011,16.9
2012,16.1
2013,15.5
2014,16.8
2015,17
2016,16.8
2017,17.4
