year,temp,tempmax,yearmax
1950,11.4,12.2,2017
1951,10
1952,10.8
1953,11.3
1954,10.4
1955,11.7
1956,9.6
1957,10.7
1958,10.8
1959,11
1960,10.6
1961,11.8
1962,11
1963,10.3
1964,11
1965,10.5
1966,10.8
1967,10.8
1968,10.8
1969,10.1
1970,10.6
1971,10
1973,10.5
1974,10
1975,10.1
1976,10.8
1977,10.4
1978,10.6
1979,10.9
1980,10.6
1981,11.3
1982,11.2
1983,11.1
1984,10.3
1985,11.2
1986,10.8
1987,11.3
1988,10.8
1989,11.9
1990,11.5
1991,10.8
1992,10.8
1993,10
1994,11.3
1995,11.9
1996,10.9
1997,11.9
1998,11.4
1999,10.9
2000,11
2001,11
2002,11.1
2003,11.4
2004,10.7
2005,10.9
2006,11.7
2007,10.6
2008,10.8
2009,11.4
2010,10.6
2011,11.8
2012,11
2013,10.7
2014,11.3
2015,11.4
2016,11.3
2017,12.2
