year,temp,tempmax,yearmax
1950,17.2,19.5,2014
1951,16.8
1952,17.4
1953,16.9
1954,17.1
1955,17.7
1956,16
1957,16.3
1958,17.1
1959,17.2
1960,17.4
1961,17.7
1962,17.2
1963,16.9
1964,17.6
1965,17.1
1966,17.9
1967,17.4
1968,17.8
1969,17
1970,17.4
1971,16.9
1972,16.6
1973,17.1
1974,17.3
1975,17.2
1976,17.2
1977,17.4
1978,17.6
1979,17.9
1980,17.5
1981,17.9
1982,18
1983,17.9
1984,17
1985,17.8
1986,17.8
1987,18.1
1988,18.2
1989,18.4
1990,18.4
1991,17.5
1992,17.6
1993,17.3
1994,18.8
1995,18.8
1996,18.2
1997,19
1998,18.7
1999,18.6
2000,18.7
2001,19.2
2002,18.9
2003,19.1
2004,18.7
2005,18
2006,18.9
2007,18.5
2008,18.3
2009,18.8
2010,17.9
2011,18.7
2012,18.7
2013,18.7
2014,19.5
2015,19.2
2016,19.1
2017,18.8
