fecha,minima
1955-07-17,21
1955-07-18,21.2
1955-07-24,22.2
1955-08-27,20.2
1957-07-04,25.1
1957-07-05,22.5
1957-07-06,22
1958-08-01,20.2
1958-08-28,20
1958-09-09,20.3
1958-09-12,22.2
1960-08-22,20.8
1961-09-02,20
1961-09-18,20.2
1964-09-15,20
1973-08-10,20.8
1973-08-11,21.8
1973-08-12,20
1975-08-04,21
1982-07-08,25
1983-06-06,20
1984-07-30,22.5
1985-07-08,21.8
1985-07-25,20.6
1985-10-03,20.4
1987-08-13,20.2
1987-08-14,23.8
1987-08-15,20.6
1987-08-16,20
1987-08-30,20.4
1991-08-28,20.6
1991-09-10,20
1992-07-27,20
1992-07-29,20.2
1992-07-31,20
1992-08-01,20
1994-08-03,22
1994-08-04,21.8
1994-08-05,20.6
1994-08-06,20
1994-08-07,22
1995-07-20,20.4
1996-07-22,20.8
1998-07-20,23.5
1998-09-02,23
1999-05-27,20
1999-08-25,21
1999-09-03,21
2000-07-22,20
2001-07-31,21
2001-08-01,23
2003-08-04,21
2003-08-05,23
2003-08-06,21
2003-08-07,20
2003-08-08,20
2003-08-10,21
2003-08-14,22
2004-08-01,20
2004-08-02,20.5
2004-08-23,20
2004-09-09,20.5
2005-06-23,20
2005-06-28,20.5
2005-07-15,20
2005-07-27,20.5
2005-07-28,23
2006-07-25,20.6
2006-09-07,21.2
2007-08-28,20
2009-06-14,21.2
2010-07-02,20.3
2010-07-09,20.7
2010-07-11,20.1
2010-08-22,21.8
2011-06-27,20.6
2011-08-21,23
2011-08-22,21.5
2012-07-26,21.9
2012-08-11,20.3
2012-08-19,24.8
2012-08-20,21.5
2013-07-21,20.5
2013-07-25,20
2013-08-02,21.8
2014-07-17,20.6
2014-09-19,20.1
2015-07-01,24
2015-07-02,20
2015-07-04,22.1
2015-08-29,20.3
2015-08-30,21.7
2016-06-23,20.3
2016-07-08,20
2017-06-15,20
2017-06-19,21.6
2017-07-06,21.5
2017-07-08,20
2017-07-17,20.6
2017-07-19,20
2017-08-05,20
2018-07-28,20.8
2018-08-03,20
2018-08-05,20.3
2018-08-07,21.9
2018-08-23,20.2
